Job Title,Key Skills
graphic/web designer,photoshop| illustrator| fine arts| software design| user interface designing| game development| creative content| supervision| relationship executive| business executive
associate/senior associate -,marketing| project management| pr| project planning
project manager,leadership training| software development life cycle| management
software developer,python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems
subject matter expert,apache camel| administration| technical support| redhat| activemq
branch manager/regional manager,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development
product/brand manager,customer segmentation| brand management| strategic partnerships| brand marketing| consumer insights| performance appraisal| operations| promotional strategies| marketing strategy| recruitment
functional outside consultant,negotiation| marine operation| oracle fusion| manufacturing| inventory
safety officer/manager,fire safety| fire| senior management
software developer,unix| data science| sql| linux| sas| html| perl| sdlc| android| python
"equipment installation, calibration, validation and maintenance. maintain the master list for preventive maintenance and calibration of glp and nonglp instruments preparing the iq,oq,pq documentation for new equipment during installation attend and rectifying the centrifuge,co2 incubator ,hplc, centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, fplc breakdown issues attend and rectifying the hplc breakdown issues coordinating with vendors, projects team, validation team and end",installation|breakdown maintenance|preventive maintenance
customer support engineer/technician,dot matrix| printer| printer support| laserjet| hardware
